,proofweb,      127.0.0.1,197529424, 43,UFRN/2012.2/LA/juc,Save - c0n050.v c0n050.v*Require Import ProofWeb.<br><br>Parameter A : Prop.<br><br>Hypothesis P1: ~~A.<br><br>Theorem c0n050 : A.<br>Proof.<br>(*! prop_proof *)<br>PBC h.<br>neg_e (A).<br>ass h.<br>neg_e (~A).<br>ass P1.<br>ass h.<br><br><br>Qed.<br>
,proofweb,      127.0.0.1,707610151, 37,UFRN/2012.2/LA/juc,Save - c0n050.v c0n050.v*Require Import ProofWeb.<br><br>Parameter A : Prop.<br><br>Hypothesis P1: ~~A.<br><br>Theorem c0n050 : A.<br>Proof.<br>(*! prop_proof *)<br>PBC h.<br>neg_e (A).<br>ass h.<br>neg_e (~A).<br>ass P1.<br>ass h.<br><br><br>Qed.<br>
,proofweb,      127.0.0.1,522668740, 29,UFRN/2012.2/LA/juc,Save - c0n049.v c0n049.v*Require Import ProofWeb.<br><br>Parameter A : Prop.<br><br>Hypothesis P1: ~~~A.<br><br>Theorem c0n049 : ~A.<br>Proof.<br>(*! prop_proof *)<br>PBC h.<br>neg_e (~~A).<br>ass P1.<br>ass h.<br><br><br><br>Qed.<br>
,proofweb,      127.0.0.1, 64179989, 60,UFRN/2012.2/LA/juc,Save - c0n051.v c0n051.v*Require Import ProofWeb.<br><br>Parameter A B : Prop.<br><br>Hypothesis P1: A.<br>Hypothesis P2: ~A.<br><br>Theorem c0n051 : B.<br>Proof.<br>(*! prop_proof *)<br><br>fls_e.<br>neg_e (A).<br>ass P2.<br>ass P1.<br>Qed.<br>
,proofweb,      127.0.0.1,827087679, 52,UFRN/2012.2/LA/juc,Save - c0n052.v c0n052.v*Require Import ProofWeb.<br><br>Parameter A : Prop.<br><br>Theorem c0n052 : ~(A /\ ~A).<br>Proof.<br>(*! prop_proof *)<br>neg_i h.<br>neg_e(A /\ ~A).<br>neg_e (A).<br>con_e2 (A).<br>ass h.<br>con_e1 (~A).<br>ass h.<br>ass h.<br>Qed.<br>
,proofweb,      127.0.0.1,653333005, 47,UFRN/2012.2/LA/juc,Save - c0n053.v c0n053.v*Require Import ProofWeb.<br><br>Parameter A B : Prop.<br><br>Hypothesis P1: (A -&gt; B).<br>Hypothesis P2: (A -&gt; ~B).<br><br>Theorem c0n053 : ~A.<br>Proof.<br>(*! prop_proof *)<br>neg_i h.<br>neg_e (B).<br>imp_e (A).<br>ass P2.<br>ass h.<br>imp_e (A).<br>ass P1.<br>ass h.<br>Qed.<br>
,proofweb,      127.0.0.1, 91244046, 29,UFRN/2012.2/LA/juc,Save - c0n054.v c0n054.v*Require Import ProofWeb.<br><br>Parameter A B : Prop.<br><br>Hypothesis P1: (~~A -&gt; B).<br>Hypothesis P2: (~~A -&gt; ~B).<br><br>Theorem c0n054 : ~A.<br>Proof.<br>(*! prop_proof *)<br>PBC h.<br>neg_e (B).<br>imp_e (~~A).<br>ass P2.<br>ass h.<br>imp_e (~~A).<br>ass P1.<br>ass h.<br>Qed.<br>
,proofweb,      127.0.0.1,921495813, 49,UFRN/2012.2/LA/juc,Save - c0n055.v c0n055.v*Require Import ProofWeb.<br><br>Parameter A B : Prop.<br><br>Hypothesis P1: (~A -&gt; B).<br>Hypothesis P2: (~A -&gt; ~B).<br><br>Theorem c0n055 : A.<br>Proof.<br>(*! prop_proof *)<br>PBC h.<br>neg_e (B).<br>imp_e (~A).<br>ass P2.<br>ass h.<br>imp_e (~A).<br>ass P1.<br>ass h.<br><br><br><br>Qed.<br>
,proofweb,      127.0.0.1,620921667, 84,UFRN/2012.2/LA/juc,Save - c0n056.v c0n056.v*Require Import ProofWeb.<br><br>Parameter A : Prop.<br><br>Theorem c0n056 : (A \/ ~A).<br>Proof.<br>(*! prop_proof *)<br>PBC h.<br>neg_e (A \/ ~A).<br>ass h.<br><br>imp_e (A).<br>imp_i h1.<br>dis_i1.<br>ass h1.<br>PBC h2.<br>neg_e (A).<br>ass h2.<br>fls_e.<br>neg_e(A\/~A).<br>ass h.<br>dis_i2.<br>ass h2.<br>Qed.<br>
,proofweb,      127.0.0.1,513998084, 80,UFRN/2012.2/LA/juc,Save - c0n057.v c0n057.v*Require Import ProofWeb.<br><br>Parameter A B : Prop.<br><br>Hypothesis P1: (A -&gt; B).<br>Hypothesis P2: (~A -&gt; B).<br><br>Theorem c0n057 : B.<br>Proof.<br>(*! prop_proof *)<br>PBC h.<br>neg_e (B).<br>ass h.<br>imp_e (~A).<br>ass P2.<br>neg_i h1.<br>neg_e (B).<br>ass h.<br>imp_e (A).<br>ass P1.<br>ass h1.<br><br>Qed.<br>
